"distribution","n","sm","hd","thd.sqrt"
"LogNormal(mlog=0, sdlog=2)",7,0.9674,2.2848,1.32664
"LogNormal(mlog=0, sdlog=2)",8,1.05671,1.73145,1.2554
"LogNormal(mlog=0, sdlog=2)",9,1.03225,1.71764,1.15774
"LogNormal(mlog=0, sdlog=2)",10,1.06998,1.56376,1.18402
"LogNormal(mlog=0, sdlog=2)",11,0.88469,1.38761,1.03753
"LogNormal(mlog=0, sdlog=2)",12,0.87917,1.15775,0.93182
"LogNormal(mlog=0, sdlog=2)",13,0.83618,1.11068,0.8863
"LogNormal(mlog=0, sdlog=2)",14,0.84607,1.15921,0.91326
"LogNormal(mlog=0, sdlog=2)",15,0.79059,1.0286,0.82968
"LogNormal(mlog=0, sdlog=2)",16,0.82661,1.0154,0.8245
"LogNormal(mlog=0, sdlog=2)",17,0.84478,0.94299,0.85996
"LogNormal(mlog=0, sdlog=2)",18,0.75459,0.86456,0.7748
"LogNormal(mlog=0, sdlog=2)",19,0.70557,0.83357,0.73478
"LogNormal(mlog=0, sdlog=2)",20,0.68983,0.7983,0.70683
"LogNormal(mlog=0, sdlog=2)",21,0.6961,0.80135,0.72954
"LogNormal(mlog=0, sdlog=2)",22,0.67042,0.75283,0.68436
"LogNormal(mlog=0, sdlog=2)",23,0.68977,0.77267,0.68622
"LogNormal(mlog=0, sdlog=2)",24,0.64591,0.72156,0.65169
"LogNormal(mlog=0, sdlog=2)",25,0.66969,0.68695,0.65392
"LogNormal(mlog=0, sdlog=2)",26,0.63392,0.70066,0.64134
"LogNormal(mlog=0, sdlog=2)",27,0.62014,0.68438,0.62898
"LogNormal(mlog=0, sdlog=2)",28,0.66996,0.69796,0.65457
"LogNormal(mlog=0, sdlog=2)",29,0.56188,0.60426,0.5715
"LogNormal(mlog=0, sdlog=2)",30,0.63948,0.6583,0.6254
"LogNormal(mlog=0, sdlog=2)",31,0.55953,0.61131,0.56273
"LogNormal(mlog=0, sdlog=2)",32,0.60609,0.66504,0.6177
"LogNormal(mlog=0, sdlog=2)",33,0.61439,0.66945,0.6209
"LogNormal(mlog=0, sdlog=2)",34,0.56795,0.6078,0.563
"LogNormal(mlog=0, sdlog=2)",35,0.56757,0.59428,0.57044
"LogNormal(mlog=0, sdlog=2)",36,0.54945,0.5766,0.5545
"LogNormal(mlog=0, sdlog=2)",37,0.577,0.59833,0.56725
"LogNormal(mlog=0, sdlog=2)",38,0.5411,0.55017,0.542
"LogNormal(mlog=0, sdlog=2)",39,0.49841,0.53837,0.51576
"LogNormal(mlog=0, sdlog=2)",40,0.50225,0.54274,0.51613
"LogNormal(mlog=0, sdlog=2)",41,0.51494,0.54488,0.51935
"LogNormal(mlog=0, sdlog=2)",42,0.52836,0.54285,0.53607
"LogNormal(mlog=0, sdlog=2)",43,0.52861,0.51253,0.50423
"LogNormal(mlog=0, sdlog=2)",44,0.48543,0.49639,0.49298
"LogNormal(mlog=0, sdlog=2)",45,0.49607,0.51376,0.50557
"LogNormal(mlog=0, sdlog=2)",46,0.49167,0.51583,0.48698
"LogNormal(mlog=0, sdlog=2)",47,0.47994,0.47812,0.47831
"LogNormal(mlog=0, sdlog=2)",48,0.45365,0.46961,0.45024
"LogNormal(mlog=0, sdlog=2)",49,0.45114,0.49327,0.46474
"LogNormal(mlog=0, sdlog=2)",50,0.47374,0.48329,0.47681
"LogNormal(mlog=0, sdlog=3)",5,1.58625,9.75825,3.39085
"LogNormal(mlog=0, sdlog=3)",6,2.34579,9.97539,3.82671
"LogNormal(mlog=0, sdlog=3)",7,1.59026,7.16556,2.67306
"LogNormal(mlog=0, sdlog=3)",8,1.58399,5.81718,2.30627
"LogNormal(mlog=0, sdlog=3)",9,1.53313,4.94102,2.094
"LogNormal(mlog=0, sdlog=3)",10,1.60108,4.72064,2.20854
"LogNormal(mlog=0, sdlog=3)",11,1.34311,3.63981,1.78124
"LogNormal(mlog=0, sdlog=3)",12,1.45451,3.33011,1.74836
"LogNormal(mlog=0, sdlog=3)",13,1.27827,3.02693,1.61964
"LogNormal(mlog=0, sdlog=3)",14,1.3608,2.74885,1.66318
"LogNormal(mlog=0, sdlog=3)",15,1.22517,2.57152,1.57708
"LogNormal(mlog=0, sdlog=3)",16,1.31856,2.36172,1.49664
"LogNormal(mlog=0, sdlog=3)",17,1.28586,2.26081,1.59217
"LogNormal(mlog=0, sdlog=3)",18,1.26671,2.13129,1.41125
"LogNormal(mlog=0, sdlog=3)",19,1.11327,1.79593,1.29298
"LogNormal(mlog=0, sdlog=3)",20,1.14781,1.8107,1.30966
"LogNormal(mlog=0, sdlog=3)",21,1.04914,1.55225,1.17194
"LogNormal(mlog=0, sdlog=3)",22,1.15209,1.67018,1.23942
"LogNormal(mlog=0, sdlog=3)",23,1.10886,1.54633,1.19706
"LogNormal(mlog=0, sdlog=3)",24,1.06468,1.48904,1.15465
"LogNormal(mlog=0, sdlog=3)",25,1.01657,1.40655,1.07175
"LogNormal(mlog=0, sdlog=3)",26,0.94625,1.35949,1.04682
"LogNormal(mlog=0, sdlog=3)",27,0.98826,1.39746,1.05598
"LogNormal(mlog=0, sdlog=3)",28,1.03419,1.39494,1.11559
"LogNormal(mlog=0, sdlog=3)",29,0.98172,1.30324,1.03382
"LogNormal(mlog=0, sdlog=3)",30,1.01782,1.34484,1.0607
"LogNormal(mlog=0, sdlog=3)",31,0.94133,1.16576,1.0053
"LogNormal(mlog=0, sdlog=3)",32,0.88191,1.15551,0.93361
"LogNormal(mlog=0, sdlog=3)",33,0.99752,1.25655,1.02192
"LogNormal(mlog=0, sdlog=3)",34,0.87564,1.14662,0.92516
"LogNormal(mlog=0, sdlog=3)",35,0.85777,1.09033,0.89745
"LogNormal(mlog=0, sdlog=3)",36,0.87824,1.07811,0.89553
"LogNormal(mlog=0, sdlog=3)",37,0.83098,1.0601,0.85963
"LogNormal(mlog=0, sdlog=3)",38,0.85412,1.02446,0.8948
"LogNormal(mlog=0, sdlog=3)",39,0.83125,1.04029,0.85528
"LogNormal(mlog=0, sdlog=3)",40,0.84991,1.01279,0.8754
"LogNormal(mlog=0, sdlog=3)",41,0.84104,0.96401,0.8522
"LogNormal(mlog=0, sdlog=3)",42,0.84938,1.03484,0.90345
"LogNormal(mlog=0, sdlog=3)",43,0.7423,0.91501,0.7915
"LogNormal(mlog=0, sdlog=3)",44,0.76238,0.94143,0.81879
"LogNormal(mlog=0, sdlog=3)",45,0.78679,0.92996,0.8476
"LogNormal(mlog=0, sdlog=3)",46,0.75664,0.88382,0.79878
"LogNormal(mlog=0, sdlog=3)",47,0.75142,0.90819,0.75829
"LogNormal(mlog=0, sdlog=3)",48,0.72188,0.79951,0.68973
"LogNormal(mlog=0, sdlog=3)",49,0.73224,0.79986,0.73991
"LogNormal(mlog=0, sdlog=3)",50,0.71319,0.81972,0.73959
"Weibull(shape=0.3)",5,0.60421,3.71705,1.59152
"Weibull(shape=0.3)",6,0.79564,2.99573,1.35683
"Weibull(shape=0.3)",7,0.60237,2.64728,1.13333
"Weibull(shape=0.3)",8,0.68673,2.15969,1.06845
"Weibull(shape=0.3)",9,0.54189,1.8579,0.84976
"Weibull(shape=0.3)",10,0.59049,1.72893,0.90063
"Weibull(shape=0.3)",11,0.48152,1.20859,0.70016
"Weibull(shape=0.3)",12,0.57011,1.44615,0.73939
"Weibull(shape=0.3)",13,0.47631,1.17477,0.68351
"Weibull(shape=0.3)",14,0.49441,1.01744,0.60341
"Weibull(shape=0.3)",15,0.43055,0.84941,0.56341
"Weibull(shape=0.3)",16,0.47815,0.95034,0.57774
"Weibull(shape=0.3)",17,0.43208,0.82442,0.56291
"Weibull(shape=0.3)",18,0.45536,0.77433,0.52983
"Weibull(shape=0.3)",19,0.44915,0.82827,0.55619
"Weibull(shape=0.3)",20,0.40739,0.70896,0.47278
"Weibull(shape=0.3)",21,0.42341,0.68244,0.49435
"Weibull(shape=0.3)",22,0.43082,0.69268,0.48533
"Weibull(shape=0.3)",23,0.41021,0.65221,0.47888
"Weibull(shape=0.3)",24,0.3683,0.59586,0.43175
"Weibull(shape=0.3)",25,0.37309,0.55955,0.41224
"Weibull(shape=0.3)",26,0.3853,0.56433,0.42494
"Weibull(shape=0.3)",27,0.38186,0.55961,0.4135
"Weibull(shape=0.3)",28,0.3828,0.51689,0.41162
"Weibull(shape=0.3)",29,0.34632,0.51454,0.38667
"Weibull(shape=0.3)",30,0.34759,0.47234,0.36891
"Weibull(shape=0.3)",31,0.34187,0.46805,0.37815
"Weibull(shape=0.3)",32,0.36131,0.50713,0.39701
"Weibull(shape=0.3)",33,0.32347,0.43492,0.34182
"Weibull(shape=0.3)",34,0.34278,0.44,0.35641
"Weibull(shape=0.3)",35,0.31858,0.394,0.34053
"Weibull(shape=0.3)",36,0.32562,0.42193,0.34384
"Weibull(shape=0.3)",37,0.30171,0.41158,0.32984
"Weibull(shape=0.3)",38,0.30497,0.39109,0.32109
"Weibull(shape=0.3)",39,0.31785,0.40304,0.33424
"Weibull(shape=0.3)",40,0.31416,0.37797,0.32866
"Weibull(shape=0.3)",41,0.31407,0.3921,0.3273
"Weibull(shape=0.3)",42,0.30807,0.38545,0.3235
"Weibull(shape=0.3)",43,0.30541,0.3778,0.31123
"Weibull(shape=0.3)",44,0.31139,0.37963,0.31526
"Weibull(shape=0.3)",45,0.29227,0.34993,0.30057
"Weibull(shape=0.3)",46,0.27306,0.34485,0.29012
"Weibull(shape=0.3)",47,0.27075,0.32951,0.29112
"Weibull(shape=0.3)",48,0.28143,0.34883,0.27979
"Weibull(shape=0.3)",49,0.29375,0.35014,0.29762
"Weibull(shape=0.3)",50,0.28154,0.33357,0.29417
"Weibull(shape=0.5)",5,0.6291,1.19137,0.87229
"Weibull(shape=0.5)",6,0.70292,1.07901,0.82726
"Weibull(shape=0.5)",7,0.58396,0.88972,0.66982
"Weibull(shape=0.5)",8,0.55761,0.81066,0.61014
"Weibull(shape=0.5)",9,0.58683,0.81323,0.65097
"Weibull(shape=0.5)",10,0.59669,0.74135,0.63194
"Weibull(shape=0.5)",11,0.49928,0.64419,0.5515
"Weibull(shape=0.5)",12,0.53948,0.65101,0.57298
"Weibull(shape=0.5)",13,0.45453,0.56161,0.47566
"Weibull(shape=0.5)",14,0.45109,0.53394,0.47263
"Weibull(shape=0.5)",15,0.47295,0.50336,0.46275
"Weibull(shape=0.5)",16,0.44699,0.51198,0.47355
"Weibull(shape=0.5)",17,0.42834,0.46926,0.44573
"Weibull(shape=0.5)",18,0.43898,0.4866,0.43935
"Weibull(shape=0.5)",19,0.40644,0.43736,0.40474
"Weibull(shape=0.5)",20,0.39563,0.45866,0.39953
"Weibull(shape=0.5)",21,0.39845,0.44752,0.40932
"Weibull(shape=0.5)",22,0.40765,0.41851,0.41846
"Weibull(shape=0.5)",23,0.37135,0.39383,0.36473
"Weibull(shape=0.5)",24,0.38761,0.4087,0.39352
"Weibull(shape=0.5)",25,0.35098,0.37143,0.35934
"Weibull(shape=0.5)",26,0.3479,0.37765,0.34725
"Weibull(shape=0.5)",27,0.3786,0.37865,0.37807
"Weibull(shape=0.5)",28,0.31787,0.35357,0.32317
"Weibull(shape=0.5)",29,0.34481,0.33789,0.33489
"Weibull(shape=0.5)",30,0.35589,0.35518,0.33764
"Weibull(shape=0.5)",31,0.33754,0.35254,0.33658
"Weibull(shape=0.5)",32,0.31529,0.31139,0.30857
"Weibull(shape=0.5)",33,0.30181,0.31275,0.30153
"Weibull(shape=0.5)",34,0.3046,0.31723,0.30082
"Weibull(shape=0.5)",35,0.3317,0.33227,0.33321
"Weibull(shape=0.5)",36,0.29244,0.29305,0.27465
"Weibull(shape=0.5)",37,0.31953,0.32726,0.31828
"Weibull(shape=0.5)",38,0.29357,0.28446,0.28823
"Weibull(shape=0.5)",39,0.29878,0.29909,0.30407
"Weibull(shape=0.5)",40,0.32256,0.31857,0.30727
"Weibull(shape=0.5)",41,0.28632,0.27624,0.2765
"Weibull(shape=0.5)",42,0.29957,0.28168,0.28371
"Weibull(shape=0.5)",43,0.28428,0.28728,0.28048
"Weibull(shape=0.5)",44,0.27116,0.27005,0.26858
"Weibull(shape=0.5)",45,0.28762,0.28074,0.28946
"Weibull(shape=0.5)",46,0.28072,0.2865,0.28347
"Weibull(shape=0.5)",47,0.26912,0.26482,0.26684
"Weibull(shape=0.5)",48,0.27094,0.26912,0.26732
"Weibull(shape=0.5)",49,0.27206,0.26311,0.27153
"Weibull(shape=0.5)",50,0.25787,0.25322,0.24594
"Frechet(shape=1)",5,1.01413,2.05695,1.21227
"Frechet(shape=1)",6,0.9889,1.73889,1.12674
"Frechet(shape=1)",7,0.88435,1.51033,0.97703
"Frechet(shape=1)",8,0.86894,1.34567,0.9957
"Frechet(shape=1)",9,0.78302,1.15672,0.86296
"Frechet(shape=1)",10,0.73628,1.0166,0.76088
"Frechet(shape=1)",11,0.73862,0.98401,0.81804
"Frechet(shape=1)",12,0.69394,0.87913,0.76318
"Frechet(shape=1)",13,0.7327,0.89833,0.75402
"Frechet(shape=1)",14,0.68653,0.76241,0.69553
"Frechet(shape=1)",15,0.64338,0.82584,0.69803
"Frechet(shape=1)",16,0.64692,0.70682,0.66206
"Frechet(shape=1)",17,0.59247,0.63895,0.58779
"Frechet(shape=1)",18,0.56087,0.64754,0.57202
"Frechet(shape=1)",19,0.61962,0.65161,0.62527
"Frechet(shape=1)",20,0.55732,0.59973,0.55506
"Frechet(shape=1)",21,0.53785,0.60488,0.53987
"Frechet(shape=1)",22,0.53255,0.55501,0.52901
"Frechet(shape=1)",23,0.54553,0.57605,0.54687
"Frechet(shape=1)",24,0.56179,0.58908,0.55663
"Frechet(shape=1)",25,0.47373,0.48949,0.48126
"Frechet(shape=1)",26,0.47458,0.48932,0.46975
"Frechet(shape=1)",27,0.46902,0.51004,0.48393
"Frechet(shape=1)",28,0.50478,0.51974,0.5055
"Frechet(shape=1)",29,0.48204,0.49199,0.47673
"Frechet(shape=1)",30,0.46407,0.47244,0.46484
"Frechet(shape=1)",31,0.44884,0.46869,0.46648
"Frechet(shape=1)",32,0.45293,0.47151,0.44869
"Frechet(shape=1)",33,0.45052,0.4458,0.43952
"Frechet(shape=1)",34,0.44638,0.44967,0.4263
"Frechet(shape=1)",35,0.45196,0.43778,0.44708
"Frechet(shape=1)",36,0.41722,0.42732,0.42646
"Frechet(shape=1)",37,0.38909,0.4145,0.3963
"Frechet(shape=1)",38,0.41123,0.40683,0.41272
"Frechet(shape=1)",39,0.44924,0.43079,0.42711
"Frechet(shape=1)",40,0.42323,0.42441,0.42384
"Frechet(shape=1)",41,0.38533,0.37835,0.3815
"Frechet(shape=1)",42,0.36532,0.36946,0.36333
"Frechet(shape=1)",43,0.39129,0.4042,0.39524
"Frechet(shape=1)",44,0.38472,0.40031,0.39012
"Frechet(shape=1)",45,0.40352,0.38067,0.38037
"Frechet(shape=1)",46,0.37897,0.3953,0.38175
"Frechet(shape=1)",47,0.38034,0.37554,0.37078
"Frechet(shape=1)",48,0.39661,0.39058,0.3882
"Frechet(shape=1)",49,0.37249,0.39306,0.38335
"Frechet(shape=1)",50,0.35655,0.34246,0.34428
"Frechet(shape=3)",5,0.25427,0.2717,0.23686
"Frechet(shape=3)",6,0.22127,0.22086,0.21895
"Frechet(shape=3)",7,0.23161,0.21919,0.21142
"Frechet(shape=3)",8,0.19592,0.18683,0.18729
"Frechet(shape=3)",9,0.19746,0.17946,0.17901
"Frechet(shape=3)",10,0.17721,0.16924,0.17858
"Frechet(shape=3)",11,0.18022,0.16715,0.16574
"Frechet(shape=3)",12,0.17318,0.1625,0.17103
"Frechet(shape=3)",13,0.16173,0.15054,0.15164
"Frechet(shape=3)",14,0.15448,0.14657,0.15136
"Frechet(shape=3)",15,0.14477,0.13612,0.14303
"Frechet(shape=3)",16,0.1445,0.12994,0.14061
"Frechet(shape=3)",17,0.14363,0.13271,0.13831
"Frechet(shape=3)",18,0.13591,0.12981,0.1343
"Frechet(shape=3)",19,0.13346,0.12418,0.12966
"Frechet(shape=3)",20,0.12642,0.12186,0.1234
"Frechet(shape=3)",21,0.1238,0.11437,0.11647
"Frechet(shape=3)",22,0.13002,0.12217,0.12301
"Frechet(shape=3)",23,0.12582,0.12455,0.12692
"Frechet(shape=3)",24,0.11822,0.11393,0.11727
"Frechet(shape=3)",25,0.11285,0.1036,0.104
"Frechet(shape=3)",26,0.11308,0.10751,0.10653
"Frechet(shape=3)",27,0.10892,0.10312,0.10282
"Frechet(shape=3)",28,0.10835,0.10256,0.10618
"Frechet(shape=3)",29,0.10316,0.09949,0.09861
"Frechet(shape=3)",30,0.10769,0.10221,0.10373
"Frechet(shape=3)",31,0.10783,0.10006,0.10197
"Frechet(shape=3)",32,0.10355,0.09619,0.09912
"Frechet(shape=3)",33,0.10202,0.09046,0.09475
"Frechet(shape=3)",34,0.09695,0.09483,0.09843
"Frechet(shape=3)",35,0.10007,0.09107,0.09588
"Frechet(shape=3)",36,0.09658,0.09425,0.0958
"Frechet(shape=3)",37,0.09799,0.08895,0.09103
"Frechet(shape=3)",38,0.08934,0.08581,0.08846
"Frechet(shape=3)",39,0.09196,0.08583,0.08672
"Frechet(shape=3)",40,0.09154,0.08791,0.08833
"Frechet(shape=3)",41,0.08871,0.08043,0.08608
"Frechet(shape=3)",42,0.08641,0.08346,0.08385
"Frechet(shape=3)",43,0.08715,0.08261,0.08649
"Frechet(shape=3)",44,0.08886,0.08482,0.08508
"Frechet(shape=3)",45,0.0824,0.07853,0.08042
"Frechet(shape=3)",46,0.0815,0.07979,0.08123
"Frechet(shape=3)",47,0.0843,0.07743,0.07962
"Frechet(shape=3)",48,0.08753,0.08373,0.08274
"Frechet(shape=3)",49,0.08375,0.0819,0.08344
"Frechet(shape=3)",50,0.0816,0.07831,0.07981
