"distribution","n","sm","hd","thd.sqrt"
"Frechet(shape=1)",7,1.32732,2.40376,1.43103
"Frechet(shape=1)",8,1.30624,2.04961,1.44348
"Frechet(shape=1)",9,1.20701,1.83871,1.31859
"Frechet(shape=1)",10,1.04167,1.47195,1.13137
"Frechet(shape=1)",11,1.0917,1.42125,1.14738
"Frechet(shape=1)",12,1.00998,1.28114,1.06798
"Frechet(shape=1)",13,1.04962,1.30328,1.09939
"Frechet(shape=1)",14,0.95834,1.15323,0.97457
"Frechet(shape=1)",15,0.95281,1.15092,0.99177
"Frechet(shape=1)",16,0.92712,0.98882,0.93401
"Frechet(shape=1)",17,0.83608,0.93537,0.86073
"Frechet(shape=1)",18,0.80114,0.95235,0.82717
"Frechet(shape=1)",19,0.85147,0.93183,0.84078
"Frechet(shape=1)",20,0.77994,0.82925,0.7959
"Frechet(shape=1)",21,0.74462,0.85288,0.77264
"Frechet(shape=1)",22,0.76278,0.77303,0.74267
"Frechet(shape=1)",23,0.74116,0.82527,0.752
"Frechet(shape=1)",24,0.75519,0.80451,0.76751
"Frechet(shape=1)",25,0.64785,0.723,0.66819
"Frechet(shape=1)",26,0.66135,0.68579,0.64708
"Frechet(shape=1)",27,0.6667,0.7028,0.67104
"Frechet(shape=1)",28,0.70293,0.71207,0.70027
"Frechet(shape=1)",29,0.65972,0.67377,0.65808
"Frechet(shape=1)",30,0.65647,0.65237,0.62992
"Frechet(shape=1)",31,0.61759,0.65189,0.64731
"Frechet(shape=1)",32,0.61707,0.67661,0.63695
"Frechet(shape=1)",33,0.61449,0.6264,0.60714
"Frechet(shape=1)",34,0.60878,0.63147,0.59625
"Frechet(shape=1)",35,0.61363,0.62132,0.62337
"Frechet(shape=1)",36,0.58365,0.60122,0.58566
"Frechet(shape=1)",37,0.537,0.55975,0.54459
"Frechet(shape=1)",38,0.54711,0.55122,0.55687
"Frechet(shape=1)",39,0.59738,0.59353,0.58536
"Frechet(shape=1)",40,0.58353,0.58245,0.58063
"Frechet(shape=1)",41,0.54605,0.52649,0.51703
"Frechet(shape=1)",42,0.51862,0.521,0.51667
"Frechet(shape=1)",43,0.52754,0.559,0.5323
"Frechet(shape=1)",44,0.53888,0.55811,0.5438
"Frechet(shape=1)",45,0.54649,0.52841,0.52552
"Frechet(shape=1)",46,0.52874,0.53763,0.52389
"Frechet(shape=1)",47,0.52212,0.51238,0.50623
"Frechet(shape=1)",48,0.54072,0.5182,0.52613
"Frechet(shape=1)",49,0.52398,0.55226,0.53024
"Frechet(shape=1)",50,0.49627,0.47577,0.4744
"Frechet(shape=3)",5,0.3634,0.38456,0.34036
"Frechet(shape=3)",6,0.3068,0.30909,0.30222
"Frechet(shape=3)",7,0.32226,0.30799,0.29703
"Frechet(shape=3)",8,0.26609,0.25668,0.25833
"Frechet(shape=3)",9,0.27127,0.25303,0.25234
"Frechet(shape=3)",10,0.2486,0.24067,0.24028
"Frechet(shape=3)",11,0.25646,0.23508,0.23351
"Frechet(shape=3)",12,0.2388,0.22174,0.2352
"Frechet(shape=3)",13,0.21647,0.21039,0.2098
"Frechet(shape=3)",14,0.21003,0.20176,0.20606
"Frechet(shape=3)",15,0.19894,0.19178,0.19569
"Frechet(shape=3)",16,0.19962,0.17941,0.18769
"Frechet(shape=3)",17,0.19356,0.17946,0.18754
"Frechet(shape=3)",18,0.18385,0.17898,0.18623
"Frechet(shape=3)",19,0.17973,0.172,0.17612
"Frechet(shape=3)",20,0.16852,0.16531,0.16604
"Frechet(shape=3)",21,0.16868,0.15473,0.16197
"Frechet(shape=3)",22,0.17301,0.16433,0.16833
"Frechet(shape=3)",23,0.1716,0.16887,0.17221
"Frechet(shape=3)",24,0.16086,0.15361,0.15893
"Frechet(shape=3)",25,0.15376,0.14356,0.14297
"Frechet(shape=3)",26,0.15551,0.14309,0.1453
"Frechet(shape=3)",27,0.14781,0.13873,0.14002
"Frechet(shape=3)",28,0.14301,0.1389,0.14505
"Frechet(shape=3)",29,0.14079,0.13777,0.13894
"Frechet(shape=3)",30,0.14851,0.1428,0.14562
"Frechet(shape=3)",31,0.14256,0.13805,0.1389
"Frechet(shape=3)",32,0.13897,0.13119,0.13347
"Frechet(shape=3)",33,0.13699,0.12867,0.13101
"Frechet(shape=3)",34,0.13381,0.12487,0.13301
"Frechet(shape=3)",35,0.13421,0.12281,0.12883
"Frechet(shape=3)",36,0.12972,0.12604,0.12896
"Frechet(shape=3)",37,0.1321,0.12526,0.12888
"Frechet(shape=3)",38,0.12454,0.11602,0.11949
"Frechet(shape=3)",39,0.12534,0.11632,0.11801
"Frechet(shape=3)",40,0.12319,0.11844,0.11833
"Frechet(shape=3)",41,0.11996,0.11025,0.11508
"Frechet(shape=3)",42,0.11941,0.11254,0.11396
"Frechet(shape=3)",43,0.11848,0.11302,0.11484
"Frechet(shape=3)",44,0.11984,0.11396,0.11421
"Frechet(shape=3)",45,0.11143,0.10448,0.10887
"Frechet(shape=3)",46,0.11262,0.10786,0.1104
"Frechet(shape=3)",47,0.11455,0.10529,0.10988
"Frechet(shape=3)",48,0.12149,0.11443,0.11624
"Frechet(shape=3)",49,0.11334,0.11106,0.11199
"Frechet(shape=3)",50,0.10791,0.10596,0.10502
