"distribution","n","sm","hd","thd.sqrt"
"Exp(rate=1)",17,0.34306,0.31169,0.31663
"Exp(rate=1)",18,0.32355,0.29424,0.30729
"Exp(rate=1)",19,0.30406,0.28362,0.29155
"Exp(rate=1)",20,0.31794,0.30451,0.31167
"Exp(rate=1)",21,0.33002,0.3064,0.33035
"Exp(rate=1)",22,0.30011,0.28041,0.29102
"Exp(rate=1)",23,0.27508,0.26762,0.2698
"Exp(rate=1)",24,0.27872,0.26353,0.26824
"Exp(rate=1)",25,0.29247,0.26869,0.28459
"Exp(rate=1)",26,0.25996,0.24987,0.25592
"Exp(rate=1)",27,0.27462,0.25826,0.26151
"Exp(rate=1)",28,0.26168,0.24331,0.24753
"Exp(rate=1)",29,0.24989,0.23653,0.25115
"Exp(rate=1)",30,0.23987,0.22517,0.2363
"Exp(rate=1)",31,0.26034,0.24617,0.25179
"Exp(rate=1)",32,0.24463,0.23007,0.23377
"Exp(rate=1)",33,0.25318,0.23149,0.24375
"Exp(rate=1)",34,0.24166,0.22012,0.23252
"Exp(rate=1)",35,0.23701,0.22381,0.23289
"Exp(rate=1)",36,0.22884,0.21907,0.22429
"Exp(rate=1)",37,0.2279,0.20876,0.2188
"Exp(rate=1)",38,0.22341,0.21231,0.21974
"Exp(rate=1)",39,0.21398,0.21941,0.21941
"Exp(rate=1)",40,0.21184,0.20657,0.21228
"Exp(rate=1)",41,0.2231,0.22289,0.21775
"Exp(rate=1)",42,0.20424,0.19542,0.20008
"Exp(rate=1)",43,0.21957,0.20474,0.20777
"Exp(rate=1)",44,0.20603,0.19827,0.20769
"Exp(rate=1)",45,0.19801,0.18761,0.1903
"Exp(rate=1)",46,0.20511,0.20169,0.20349
"Exp(rate=1)",47,0.20219,0.19839,0.20208
"Exp(rate=1)",48,0.18806,0.1818,0.18628
"Exp(rate=1)",49,0.21081,0.19668,0.20397
"Exp(rate=1)",50,0.18758,0.17979,0.18914
"Cauchy(x0=0, gamma=1)",5,1.70293,3.02636,1.8399
"Cauchy(x0=0, gamma=1)",6,1.4102,2.20663,1.47455
"Cauchy(x0=0, gamma=1)",7,1.38634,1.87263,1.30569
"Cauchy(x0=0, gamma=1)",8,1.29779,1.65287,1.34347
"Cauchy(x0=0, gamma=1)",9,1.22237,1.35532,1.20919
"Cauchy(x0=0, gamma=1)",10,1.11602,1.24238,1.07882
"Cauchy(x0=0, gamma=1)",11,1.0122,1.13866,1.04729
"Cauchy(x0=0, gamma=1)",12,0.92653,1.02872,0.94024
"Cauchy(x0=0, gamma=1)",13,0.94762,1.00678,0.9443
"Cauchy(x0=0, gamma=1)",14,0.93163,0.9276,0.87361
"Cauchy(x0=0, gamma=1)",15,0.81545,0.94972,0.86768
"Cauchy(x0=0, gamma=1)",16,0.85453,0.84548,0.82824
"Cauchy(x0=0, gamma=1)",17,0.813,0.82727,0.81238
"Cauchy(x0=0, gamma=1)",18,0.74085,0.7424,0.72448
"Cauchy(x0=0, gamma=1)",19,0.7853,0.75077,0.74563
"Cauchy(x0=0, gamma=1)",20,0.66174,0.70357,0.67204
"Cauchy(x0=0, gamma=1)",21,0.70884,0.72287,0.70515
"Cauchy(x0=0, gamma=1)",22,0.68876,0.6671,0.67347
"Cauchy(x0=0, gamma=1)",23,0.67097,0.66814,0.66499
"Cauchy(x0=0, gamma=1)",24,0.68566,0.6497,0.65135
"Cauchy(x0=0, gamma=1)",25,0.63643,0.6152,0.62619
"Cauchy(x0=0, gamma=1)",26,0.64664,0.62398,0.62998
"Cauchy(x0=0, gamma=1)",27,0.63122,0.58839,0.59726
"Cauchy(x0=0, gamma=1)",28,0.63004,0.61458,0.63204
"Cauchy(x0=0, gamma=1)",29,0.55849,0.56255,0.55416
"Cauchy(x0=0, gamma=1)",30,0.56337,0.5572,0.53205
"Cauchy(x0=0, gamma=1)",31,0.62059,0.61915,0.60846
"Cauchy(x0=0, gamma=1)",32,0.58952,0.56884,0.57756
"Cauchy(x0=0, gamma=1)",33,0.60287,0.58316,0.57372
"Cauchy(x0=0, gamma=1)",34,0.55404,0.56064,0.53794
"Cauchy(x0=0, gamma=1)",35,0.53173,0.50665,0.5096
"Cauchy(x0=0, gamma=1)",36,0.55313,0.51906,0.52505
"Cauchy(x0=0, gamma=1)",37,0.53275,0.52498,0.51992
"Cauchy(x0=0, gamma=1)",38,0.52606,0.52708,0.51687
"Cauchy(x0=0, gamma=1)",39,0.52369,0.51325,0.50683
"Cauchy(x0=0, gamma=1)",40,0.46735,0.45311,0.46367
"Cauchy(x0=0, gamma=1)",41,0.50612,0.46957,0.47988
"Cauchy(x0=0, gamma=1)",42,0.48404,0.47612,0.47245
"Cauchy(x0=0, gamma=1)",43,0.47369,0.46931,0.46321
"Cauchy(x0=0, gamma=1)",44,0.47527,0.47624,0.47137
"Cauchy(x0=0, gamma=1)",45,0.45812,0.44607,0.44901
"Cauchy(x0=0, gamma=1)",46,0.44372,0.41244,0.41305
"Cauchy(x0=0, gamma=1)",47,0.45933,0.45136,0.44647
"Cauchy(x0=0, gamma=1)",48,0.47757,0.47145,0.47454
"Cauchy(x0=0, gamma=1)",49,0.45595,0.44792,0.45021
"Cauchy(x0=0, gamma=1)",50,0.4552,0.44146,0.44032
"Pareto(loc=1, shape=0.5)",5,7.67764,68.61348,15.2749
"Pareto(loc=1, shape=0.5)",6,7.91248,55.15995,13.43756
"Pareto(loc=1, shape=0.5)",7,6.66772,45.00428,9.94083
"Pareto(loc=1, shape=0.5)",8,6.23733,33.15156,9.04462
"Pareto(loc=1, shape=0.5)",9,5.59129,27.16421,7.44531
"Pareto(loc=1, shape=0.5)",10,5.98765,21.76855,7.50718
"Pareto(loc=1, shape=0.5)",11,4.83174,13.77095,5.68258
"Pareto(loc=1, shape=0.5)",12,5.32982,13.56953,6.4699
"Pareto(loc=1, shape=0.5)",13,4.33439,10.8259,5.52928
"Pareto(loc=1, shape=0.5)",14,3.88768,7.90278,4.48925
"Pareto(loc=1, shape=0.5)",15,3.96293,7.76327,4.56476
"Pareto(loc=1, shape=0.5)",16,3.97848,7.31816,4.25561
"Pareto(loc=1, shape=0.5)",17,3.89672,6.42968,4.2851
"Pareto(loc=1, shape=0.5)",18,3.75364,6.09149,4.02331
"Pareto(loc=1, shape=0.5)",19,3.54435,6.08645,4.18827
"Pareto(loc=1, shape=0.5)",20,3.42573,4.97996,3.74056
"Pareto(loc=1, shape=0.5)",21,3.24353,4.73207,3.43261
"Pareto(loc=1, shape=0.5)",22,3.43004,4.93126,3.66268
"Pareto(loc=1, shape=0.5)",23,3.11363,4.27762,3.29409
"Pareto(loc=1, shape=0.5)",24,3.05173,4.15083,3.22611
"Pareto(loc=1, shape=0.5)",25,3.17976,4.04942,3.20458
"Pareto(loc=1, shape=0.5)",26,3.09195,4.00414,3.1116
"Pareto(loc=1, shape=0.5)",27,2.91546,3.60912,3.03713
"Pareto(loc=1, shape=0.5)",28,3.01707,3.79741,3.03182
"Pareto(loc=1, shape=0.5)",29,2.82342,3.48262,2.97781
"Pareto(loc=1, shape=0.5)",30,2.64915,3.25463,2.77646
"Pareto(loc=1, shape=0.5)",31,3.20988,3.83637,3.20542
"Pareto(loc=1, shape=0.5)",32,2.64851,3.35994,2.82889
"Pareto(loc=1, shape=0.5)",33,2.88943,3.42606,2.95509
"Pareto(loc=1, shape=0.5)",34,2.63567,2.97894,2.65802
"Pareto(loc=1, shape=0.5)",35,2.55138,3.09095,2.5336
"Pareto(loc=1, shape=0.5)",36,2.71485,3.20428,2.70068
"Pareto(loc=1, shape=0.5)",37,2.4383,2.80406,2.42439
"Pareto(loc=1, shape=0.5)",38,2.49878,2.90215,2.49096
"Pareto(loc=1, shape=0.5)",39,2.51491,2.76013,2.49888
"Pareto(loc=1, shape=0.5)",40,2.34507,2.62272,2.38683
"Pareto(loc=1, shape=0.5)",41,2.38744,2.52253,2.27696
"Pareto(loc=1, shape=0.5)",42,2.38769,2.68231,2.37899
"Pareto(loc=1, shape=0.5)",43,2.40077,2.74554,2.54075
"Pareto(loc=1, shape=0.5)",44,2.37498,2.51432,2.34793
"Pareto(loc=1, shape=0.5)",45,2.27271,2.48515,2.28021
"Pareto(loc=1, shape=0.5)",46,2.16759,2.4071,2.20256
"Pareto(loc=1, shape=0.5)",47,2.2064,2.38578,2.19586
"Pareto(loc=1, shape=0.5)",48,2.22553,2.56169,2.2842
"Pareto(loc=1, shape=0.5)",49,2.20937,2.54384,2.22481
"Pareto(loc=1, shape=0.5)",50,2.04955,2.24924,2.04148
"Pareto(loc=1, shape=2)",5,0.53215,0.68706,0.57427
"Pareto(loc=1, shape=2)",6,0.50832,0.62698,0.52579
"Pareto(loc=1, shape=2)",7,0.39083,0.47156,0.40224
"Pareto(loc=1, shape=2)",8,0.39699,0.47759,0.40121
"Pareto(loc=1, shape=2)",9,0.39461,0.42495,0.36393
"Pareto(loc=1, shape=2)",10,0.33762,0.37073,0.35412
"Pareto(loc=1, shape=2)",11,0.31994,0.37664,0.35238
"Pareto(loc=1, shape=2)",12,0.30928,0.33445,0.30483
"Pareto(loc=1, shape=2)",13,0.30884,0.31819,0.29928
"Pareto(loc=1, shape=2)",14,0.28947,0.30516,0.29224
"Pareto(loc=1, shape=2)",15,0.27558,0.27498,0.26198
"Pareto(loc=1, shape=2)",16,0.29181,0.29674,0.28123
"Pareto(loc=1, shape=2)",17,0.26334,0.26608,0.25335
"Pareto(loc=1, shape=2)",18,0.2718,0.28005,0.27692
"Pareto(loc=1, shape=2)",19,0.23217,0.24181,0.2358
"Pareto(loc=1, shape=2)",20,0.24141,0.24801,0.24086
"Pareto(loc=1, shape=2)",21,0.24489,0.2446,0.24306
"Pareto(loc=1, shape=2)",22,0.25254,0.25622,0.2495
"Pareto(loc=1, shape=2)",23,0.23765,0.23482,0.2334
"Pareto(loc=1, shape=2)",24,0.22113,0.22503,0.21472
"Pareto(loc=1, shape=2)",25,0.22836,0.2222,0.21868
"Pareto(loc=1, shape=2)",26,0.20387,0.20538,0.20624
"Pareto(loc=1, shape=2)",27,0.21631,0.21245,0.21157
"Pareto(loc=1, shape=2)",28,0.21362,0.20307,0.20478
"Pareto(loc=1, shape=2)",29,0.19788,0.19913,0.19763
"Pareto(loc=1, shape=2)",30,0.19991,0.19042,0.19658
"Pareto(loc=1, shape=2)",31,0.19198,0.19253,0.19155
"Pareto(loc=1, shape=2)",32,0.20704,0.20216,0.20418
"Pareto(loc=1, shape=2)",33,0.18781,0.18677,0.18945
"Pareto(loc=1, shape=2)",34,0.20208,0.18672,0.19721
"Pareto(loc=1, shape=2)",35,0.19568,0.19019,0.1888
"Pareto(loc=1, shape=2)",36,0.18595,0.18637,0.18964
"Pareto(loc=1, shape=2)",37,0.18139,0.17659,0.16909
"Pareto(loc=1, shape=2)",38,0.18434,0.17758,0.17546
"Pareto(loc=1, shape=2)",39,0.18773,0.18141,0.18118
"Pareto(loc=1, shape=2)",40,0.18764,0.17811,0.18291
"Pareto(loc=1, shape=2)",41,0.17037,0.17335,0.17248
"Pareto(loc=1, shape=2)",42,0.17796,0.16785,0.1734
"Pareto(loc=1, shape=2)",43,0.17427,0.1735,0.17542
"Pareto(loc=1, shape=2)",44,0.18102,0.17299,0.17694
"Pareto(loc=1, shape=2)",45,0.16513,0.16401,0.16862
"Pareto(loc=1, shape=2)",46,0.16633,0.15883,0.16454
"Pareto(loc=1, shape=2)",47,0.15885,0.16056,0.16012
"Pareto(loc=1, shape=2)",48,0.1625,0.15399,0.15576
"Pareto(loc=1, shape=2)",49,0.15735,0.1572,0.1572
"Pareto(loc=1, shape=2)",50,0.15796,0.14948,0.15136
"LogNormal(mlog=0, sdlog=1)",5,0.85887,1.00194,0.90957
"LogNormal(mlog=0, sdlog=1)",6,0.75143,0.88037,0.80826
"LogNormal(mlog=0, sdlog=1)",7,0.7168,0.7854,0.71636
"LogNormal(mlog=0, sdlog=1)",8,0.71193,0.75443,0.72198
"LogNormal(mlog=0, sdlog=1)",9,0.6136,0.5761,0.59835
"LogNormal(mlog=0, sdlog=1)",10,0.57162,0.62395,0.58475
"LogNormal(mlog=0, sdlog=1)",11,0.56605,0.59747,0.55145
"LogNormal(mlog=0, sdlog=1)",12,0.53119,0.55521,0.53988
"LogNormal(mlog=0, sdlog=1)",13,0.56136,0.54522,0.5544
"LogNormal(mlog=0, sdlog=1)",14,0.48048,0.50698,0.49906
"LogNormal(mlog=0, sdlog=1)",15,0.51902,0.50489,0.50902
"LogNormal(mlog=0, sdlog=1)",16,0.44696,0.4648,0.45269
"LogNormal(mlog=0, sdlog=1)",17,0.45484,0.41997,0.41975
"LogNormal(mlog=0, sdlog=1)",18,0.44617,0.43681,0.43498
"LogNormal(mlog=0, sdlog=1)",19,0.44883,0.43641,0.43768
"LogNormal(mlog=0, sdlog=1)",20,0.41716,0.41503,0.41832
"LogNormal(mlog=0, sdlog=1)",21,0.41548,0.40552,0.40004
"LogNormal(mlog=0, sdlog=1)",22,0.384,0.38876,0.38427
"LogNormal(mlog=0, sdlog=1)",23,0.37252,0.36325,0.35073
"LogNormal(mlog=0, sdlog=1)",24,0.38241,0.37443,0.37285
"LogNormal(mlog=0, sdlog=1)",25,0.37969,0.36992,0.36793
"LogNormal(mlog=0, sdlog=1)",26,0.37032,0.36202,0.35957
"LogNormal(mlog=0, sdlog=1)",27,0.3817,0.35605,0.37052
"LogNormal(mlog=0, sdlog=1)",28,0.35257,0.34814,0.34486
"LogNormal(mlog=0, sdlog=1)",29,0.3546,0.34818,0.34071
"LogNormal(mlog=0, sdlog=1)",30,0.34829,0.3381,0.33533
"LogNormal(mlog=0, sdlog=1)",31,0.35879,0.33913,0.34227
"LogNormal(mlog=0, sdlog=1)",32,0.33629,0.33297,0.33322
"LogNormal(mlog=0, sdlog=1)",33,0.34039,0.33824,0.3483
"LogNormal(mlog=0, sdlog=1)",34,0.29461,0.30054,0.28974
"LogNormal(mlog=0, sdlog=1)",35,0.31645,0.31033,0.31085
"LogNormal(mlog=0, sdlog=1)",36,0.30325,0.29185,0.2929
"LogNormal(mlog=0, sdlog=1)",37,0.31388,0.29905,0.30077
"LogNormal(mlog=0, sdlog=1)",38,0.29223,0.29452,0.28911
"LogNormal(mlog=0, sdlog=1)",39,0.29608,0.28361,0.28019
"LogNormal(mlog=0, sdlog=1)",40,0.32091,0.30227,0.30751
"LogNormal(mlog=0, sdlog=1)",41,0.29486,0.27901,0.27992
"LogNormal(mlog=0, sdlog=1)",42,0.31799,0.30181,0.30944
"LogNormal(mlog=0, sdlog=1)",43,0.27568,0.27361,0.27313
"LogNormal(mlog=0, sdlog=1)",44,0.28087,0.27112,0.27878
"LogNormal(mlog=0, sdlog=1)",45,0.28118,0.27379,0.2774
"LogNormal(mlog=0, sdlog=1)",46,0.28723,0.26901,0.27947
"LogNormal(mlog=0, sdlog=1)",47,0.28079,0.27088,0.27413
"LogNormal(mlog=0, sdlog=1)",48,0.27439,0.26987,0.27403
"LogNormal(mlog=0, sdlog=1)",49,0.28006,0.26251,0.26065
"LogNormal(mlog=0, sdlog=1)",50,0.28152,0.27102,0.27245
"LogNormal(mlog=0, sdlog=2)",5,2.17055,5.56806,3.04039
"LogNormal(mlog=0, sdlog=2)",6,1.97082,4.05205,2.5462
"LogNormal(mlog=0, sdlog=2)",7,1.55144,3.72567,2.06715
"LogNormal(mlog=0, sdlog=2)",8,1.74726,2.82939,1.9844
"LogNormal(mlog=0, sdlog=2)",9,1.55758,2.62228,1.76846
"LogNormal(mlog=0, sdlog=2)",10,1.65435,2.27854,1.78143
"LogNormal(mlog=0, sdlog=2)",11,1.35809,2.09175,1.58295
"LogNormal(mlog=0, sdlog=2)",12,1.3298,1.81576,1.43889
"LogNormal(mlog=0, sdlog=2)",13,1.30695,1.60218,1.28292
"LogNormal(mlog=0, sdlog=2)",14,1.31449,1.73872,1.40289
"LogNormal(mlog=0, sdlog=2)",15,1.17325,1.48653,1.27725
"LogNormal(mlog=0, sdlog=2)",16,1.22593,1.53563,1.22926
"LogNormal(mlog=0, sdlog=2)",17,1.21782,1.32337,1.20192
"LogNormal(mlog=0, sdlog=2)",18,1.13886,1.22757,1.15051
"LogNormal(mlog=0, sdlog=2)",19,1.02542,1.23321,1.11906
"LogNormal(mlog=0, sdlog=2)",20,0.95532,1.14357,1.0048
"LogNormal(mlog=0, sdlog=2)",21,1.03488,1.13854,1.02544
"LogNormal(mlog=0, sdlog=2)",22,0.97344,1.05642,0.96937
"LogNormal(mlog=0, sdlog=2)",23,0.98518,1.09351,0.98646
"LogNormal(mlog=0, sdlog=2)",24,0.91084,1.01569,0.91342
"LogNormal(mlog=0, sdlog=2)",25,0.94883,1.06485,0.97616
"LogNormal(mlog=0, sdlog=2)",26,0.90006,1.01361,0.90393
"LogNormal(mlog=0, sdlog=2)",27,0.89488,0.96308,0.89545
"LogNormal(mlog=0, sdlog=2)",28,0.94681,0.96258,0.92551
"LogNormal(mlog=0, sdlog=2)",29,0.75979,0.86735,0.78705
"LogNormal(mlog=0, sdlog=2)",30,0.90116,0.91376,0.88119
"LogNormal(mlog=0, sdlog=2)",31,0.78545,0.88488,0.80532
"LogNormal(mlog=0, sdlog=2)",32,0.87154,0.91622,0.87773
"LogNormal(mlog=0, sdlog=2)",33,0.84447,0.92356,0.88328
"LogNormal(mlog=0, sdlog=2)",34,0.79899,0.83434,0.81071
"LogNormal(mlog=0, sdlog=2)",35,0.77411,0.8043,0.79069
"LogNormal(mlog=0, sdlog=2)",36,0.78326,0.81351,0.76647
"LogNormal(mlog=0, sdlog=2)",37,0.79648,0.82785,0.79245
"LogNormal(mlog=0, sdlog=2)",38,0.72544,0.77593,0.74137
"LogNormal(mlog=0, sdlog=2)",39,0.72078,0.77464,0.73204
"LogNormal(mlog=0, sdlog=2)",40,0.69534,0.76249,0.70837
"LogNormal(mlog=0, sdlog=2)",41,0.71796,0.80366,0.74664
"LogNormal(mlog=0, sdlog=2)",42,0.73817,0.75987,0.74848
"LogNormal(mlog=0, sdlog=2)",43,0.72379,0.73492,0.69795
"LogNormal(mlog=0, sdlog=2)",44,0.688,0.6755,0.67981
"LogNormal(mlog=0, sdlog=2)",45,0.67791,0.70917,0.67302
"LogNormal(mlog=0, sdlog=2)",46,0.68509,0.70055,0.67145
"LogNormal(mlog=0, sdlog=2)",47,0.6903,0.66917,0.66194
"LogNormal(mlog=0, sdlog=2)",48,0.6258,0.63582,0.61412
"LogNormal(mlog=0, sdlog=2)",49,0.6031,0.67219,0.63504
"LogNormal(mlog=0, sdlog=2)",50,0.65584,0.64643,0.64147
"LogNormal(mlog=0, sdlog=3)",5,3.82832,24.28027,7.20251
"LogNormal(mlog=0, sdlog=3)",6,4.74214,20.40438,7.42959
"LogNormal(mlog=0, sdlog=3)",7,3.24049,14.61146,4.8574
"LogNormal(mlog=0, sdlog=3)",8,2.80083,11.74225,4.36205
"LogNormal(mlog=0, sdlog=3)",9,2.76185,9.615,3.73139
"LogNormal(mlog=0, sdlog=3)",10,2.76525,7.79833,3.68676
"LogNormal(mlog=0, sdlog=3)",11,2.31751,5.87983,2.82365
"LogNormal(mlog=0, sdlog=3)",12,2.37447,5.5609,2.89962
"LogNormal(mlog=0, sdlog=3)",13,2.13502,4.88701,2.76422
"LogNormal(mlog=0, sdlog=3)",14,2.35513,4.60367,2.77036
"LogNormal(mlog=0, sdlog=3)",15,1.96967,3.77557,2.48711
"LogNormal(mlog=0, sdlog=3)",16,2.03605,3.69491,2.353
"LogNormal(mlog=0, sdlog=3)",17,2.02547,3.67909,2.49726
"LogNormal(mlog=0, sdlog=3)",18,2.00639,3.13231,2.13074
"LogNormal(mlog=0, sdlog=3)",19,1.61263,2.77035,1.8817
"LogNormal(mlog=0, sdlog=3)",20,1.75896,2.72267,1.93216
"LogNormal(mlog=0, sdlog=3)",21,1.61835,2.43899,1.75651
"LogNormal(mlog=0, sdlog=3)",22,1.76308,2.52646,1.85662
"LogNormal(mlog=0, sdlog=3)",23,1.6817,2.23465,1.82256
"LogNormal(mlog=0, sdlog=3)",24,1.6626,2.33068,1.78323
"LogNormal(mlog=0, sdlog=3)",25,1.54108,2.10606,1.63661
"LogNormal(mlog=0, sdlog=3)",26,1.41033,2.03853,1.60024
"LogNormal(mlog=0, sdlog=3)",27,1.47132,2.04105,1.53736
"LogNormal(mlog=0, sdlog=3)",28,1.53458,2.00016,1.63595
"LogNormal(mlog=0, sdlog=3)",29,1.50063,1.95357,1.56168
"LogNormal(mlog=0, sdlog=3)",30,1.54382,1.9173,1.59275
"LogNormal(mlog=0, sdlog=3)",31,1.39482,1.75587,1.39754
"LogNormal(mlog=0, sdlog=3)",32,1.32075,1.74042,1.3094
"LogNormal(mlog=0, sdlog=3)",33,1.45083,1.79629,1.47766
"LogNormal(mlog=0, sdlog=3)",34,1.24657,1.67456,1.36791
"LogNormal(mlog=0, sdlog=3)",35,1.24343,1.54918,1.23073
"LogNormal(mlog=0, sdlog=3)",36,1.25473,1.52641,1.28072
"LogNormal(mlog=0, sdlog=3)",37,1.23869,1.4758,1.29496
"LogNormal(mlog=0, sdlog=3)",38,1.21866,1.50019,1.30218
"LogNormal(mlog=0, sdlog=3)",39,1.18519,1.53449,1.27066
"LogNormal(mlog=0, sdlog=3)",40,1.23938,1.47768,1.28079
"LogNormal(mlog=0, sdlog=3)",41,1.21372,1.33179,1.22484
"LogNormal(mlog=0, sdlog=3)",42,1.22142,1.3987,1.26179
"LogNormal(mlog=0, sdlog=3)",43,1.11757,1.34444,1.15992
"LogNormal(mlog=0, sdlog=3)",44,1.07875,1.33756,1.17617
"LogNormal(mlog=0, sdlog=3)",45,1.15194,1.29338,1.16644
"LogNormal(mlog=0, sdlog=3)",46,1.09389,1.22906,1.11181
"LogNormal(mlog=0, sdlog=3)",47,1.10887,1.31938,1.13805
"LogNormal(mlog=0, sdlog=3)",48,1.01311,1.12041,0.97207
"LogNormal(mlog=0, sdlog=3)",49,1.03906,1.11688,1.01817
"LogNormal(mlog=0, sdlog=3)",50,1.01251,1.19812,1.05411
"Weibull(shape=0.3)",5,1.42193,7.49599,3.35711
"Weibull(shape=0.3)",6,1.66721,5.80755,2.88577
"Weibull(shape=0.3)",7,1.24794,4.43496,1.99873
"Weibull(shape=0.3)",8,1.3257,4.03224,1.95747
"Weibull(shape=0.3)",9,1.11493,3.04539,1.51138
"Weibull(shape=0.3)",10,1.09206,2.83644,1.59289
"Weibull(shape=0.3)",11,0.90995,2.16523,1.26027
"Weibull(shape=0.3)",12,1.05916,2.25888,1.31644
"Weibull(shape=0.3)",13,0.8974,1.8493,1.1896
"Weibull(shape=0.3)",14,0.84627,1.6275,1.00444
"Weibull(shape=0.3)",15,0.73473,1.4465,0.93164
"Weibull(shape=0.3)",16,0.78039,1.39746,0.93212
"Weibull(shape=0.3)",17,0.71195,1.25947,0.87978
"Weibull(shape=0.3)",18,0.73951,1.22019,0.84213
"Weibull(shape=0.3)",19,0.72214,1.26403,0.88686
"Weibull(shape=0.3)",20,0.63632,1.07261,0.73178
"Weibull(shape=0.3)",21,0.65069,0.94958,0.6937
"Weibull(shape=0.3)",22,0.68035,1.06693,0.77026
"Weibull(shape=0.3)",23,0.62164,0.98259,0.71686
"Weibull(shape=0.3)",24,0.5835,0.87519,0.65405
"Weibull(shape=0.3)",25,0.56812,0.8224,0.62166
"Weibull(shape=0.3)",26,0.56745,0.89612,0.62442
"Weibull(shape=0.3)",27,0.58741,0.8609,0.65692
"Weibull(shape=0.3)",28,0.56104,0.69837,0.59969
"Weibull(shape=0.3)",29,0.52785,0.78474,0.57895
"Weibull(shape=0.3)",30,0.50523,0.70036,0.57045
"Weibull(shape=0.3)",31,0.53239,0.69331,0.56303
"Weibull(shape=0.3)",32,0.55871,0.77014,0.59443
"Weibull(shape=0.3)",33,0.48343,0.63932,0.53634
"Weibull(shape=0.3)",34,0.50646,0.68754,0.53219
"Weibull(shape=0.3)",35,0.47201,0.61073,0.5116
"Weibull(shape=0.3)",36,0.46883,0.61156,0.4934
"Weibull(shape=0.3)",37,0.45191,0.59909,0.48529
"Weibull(shape=0.3)",38,0.45293,0.57538,0.44769
"Weibull(shape=0.3)",39,0.44788,0.58424,0.4745
"Weibull(shape=0.3)",40,0.46083,0.59018,0.49373
"Weibull(shape=0.3)",41,0.44354,0.55273,0.48653
"Weibull(shape=0.3)",42,0.44116,0.54158,0.46611
"Weibull(shape=0.3)",43,0.46328,0.54177,0.45681
"Weibull(shape=0.3)",44,0.43451,0.53273,0.43674
"Weibull(shape=0.3)",45,0.41607,0.50202,0.4095
"Weibull(shape=0.3)",46,0.3955,0.4855,0.42026
"Weibull(shape=0.3)",47,0.40801,0.46632,0.40882
"Weibull(shape=0.3)",48,0.39549,0.48631,0.39115
"Weibull(shape=0.3)",49,0.41695,0.47888,0.41501
"Weibull(shape=0.3)",50,0.39585,0.4631,0.41687
"Weibull(shape=0.5)",5,1.1362,1.8657,1.37955
"Weibull(shape=0.5)",6,1.14002,1.71662,1.30798
"Weibull(shape=0.5)",7,0.98275,1.34205,1.01269
"Weibull(shape=0.5)",8,0.81151,1.14696,0.92487
"Weibull(shape=0.5)",9,0.89861,1.17196,0.99563
"Weibull(shape=0.5)",10,0.88547,1.07606,0.93521
"Weibull(shape=0.5)",11,0.74532,0.9383,0.80492
"Weibull(shape=0.5)",12,0.76284,0.93842,0.82119
"Weibull(shape=0.5)",13,0.68631,0.80942,0.70496
"Weibull(shape=0.5)",14,0.64703,0.75525,0.65479
"Weibull(shape=0.5)",15,0.6472,0.73038,0.63015
"Weibull(shape=0.5)",16,0.64798,0.71206,0.65978
"Weibull(shape=0.5)",17,0.6457,0.68146,0.62273
"Weibull(shape=0.5)",18,0.60491,0.67985,0.62505
"Weibull(shape=0.5)",19,0.563,0.6025,0.55731
"Weibull(shape=0.5)",20,0.55898,0.63484,0.58632
"Weibull(shape=0.5)",21,0.59368,0.61316,0.58765
"Weibull(shape=0.5)",22,0.56265,0.58902,0.55433
"Weibull(shape=0.5)",23,0.52087,0.56649,0.52464
"Weibull(shape=0.5)",24,0.5401,0.56169,0.53795
"Weibull(shape=0.5)",25,0.49029,0.5358,0.50374
"Weibull(shape=0.5)",26,0.49426,0.53231,0.50265
"Weibull(shape=0.5)",27,0.51995,0.51478,0.52061
"Weibull(shape=0.5)",28,0.44143,0.48193,0.44757
"Weibull(shape=0.5)",29,0.47596,0.45756,0.46018
"Weibull(shape=0.5)",30,0.48837,0.48652,0.47852
"Weibull(shape=0.5)",31,0.46669,0.49431,0.47268
"Weibull(shape=0.5)",32,0.44544,0.43693,0.45439
"Weibull(shape=0.5)",33,0.43009,0.42002,0.40362
"Weibull(shape=0.5)",34,0.4255,0.44544,0.42301
"Weibull(shape=0.5)",35,0.45534,0.46689,0.46153
"Weibull(shape=0.5)",36,0.40824,0.4061,0.39233
"Weibull(shape=0.5)",37,0.42858,0.44635,0.43128
"Weibull(shape=0.5)",38,0.4129,0.40816,0.3927
"Weibull(shape=0.5)",39,0.40758,0.40536,0.41407
"Weibull(shape=0.5)",40,0.42862,0.42318,0.42369
"Weibull(shape=0.5)",41,0.38258,0.37614,0.37562
"Weibull(shape=0.5)",42,0.40867,0.39886,0.39811
"Weibull(shape=0.5)",43,0.39454,0.3898,0.38613
"Weibull(shape=0.5)",44,0.36687,0.38436,0.36103
"Weibull(shape=0.5)",45,0.39451,0.37848,0.39393
"Weibull(shape=0.5)",46,0.38964,0.39239,0.38495
"Weibull(shape=0.5)",47,0.36613,0.36689,0.37435
"Weibull(shape=0.5)",48,0.3716,0.36044,0.3704
"Weibull(shape=0.5)",49,0.37239,0.35962,0.36594
"Weibull(shape=0.5)",50,0.35004,0.35227,0.33996
"Frechet(shape=1)",5,1.6529,3.61555,1.86993
"Frechet(shape=1)",6,1.49911,3.09938,1.78896
