"distribution","n","sm","hd","thd.sqrt"
"Exp(rate=1)",47,0.15504,0.14701,0.1507
"Exp(rate=1)",48,0.14585,0.13833,0.1418
"Exp(rate=1)",49,0.15264,0.14368,0.14753
"Exp(rate=1)",50,0.14602,0.14046,0.1436
"Cauchy(x0=0, gamma=1)",5,1.90198,10.91567,2.41199
"Cauchy(x0=0, gamma=1)",6,1.72896,15.50607,1.93979
"Cauchy(x0=0, gamma=1)",7,1.64049,43.72954,2.03272
"Cauchy(x0=0, gamma=1)",8,1.24441,2.44718,1.36359
"Cauchy(x0=0, gamma=1)",9,1.05036,1.80154,1.06917
"Cauchy(x0=0, gamma=1)",10,0.99177,1.46447,1.0074
"Cauchy(x0=0, gamma=1)",11,0.97742,1.96904,0.96775
"Cauchy(x0=0, gamma=1)",12,0.83423,0.95354,0.8249
"Cauchy(x0=0, gamma=1)",13,0.85473,0.93237,0.84414
"Cauchy(x0=0, gamma=1)",14,0.74014,0.77404,0.72945
"Cauchy(x0=0, gamma=1)",15,0.75239,0.79793,0.73996
"Cauchy(x0=0, gamma=1)",16,0.69256,0.73193,0.69514
"Cauchy(x0=0, gamma=1)",17,0.63062,0.67031,0.63194
"Cauchy(x0=0, gamma=1)",18,0.61078,0.62702,0.60408
"Cauchy(x0=0, gamma=1)",19,0.65393,0.63952,0.6271
"Cauchy(x0=0, gamma=1)",20,0.60983,0.62264,0.5996
"Cauchy(x0=0, gamma=1)",21,0.56559,0.55684,0.54658
"Cauchy(x0=0, gamma=1)",22,0.5775,0.58542,0.57167
"Cauchy(x0=0, gamma=1)",23,0.54318,0.53292,0.52659
"Cauchy(x0=0, gamma=1)",24,0.53963,0.54021,0.53142
"Cauchy(x0=0, gamma=1)",25,0.5248,0.51885,0.5116
"Cauchy(x0=0, gamma=1)",26,0.49799,0.48698,0.48455
"Cauchy(x0=0, gamma=1)",27,0.51852,0.48533,0.48712
"Cauchy(x0=0, gamma=1)",28,0.47949,0.4779,0.47203
"Cauchy(x0=0, gamma=1)",29,0.45572,0.44349,0.44272
"Cauchy(x0=0, gamma=1)",30,0.46398,0.45638,0.45673
"Cauchy(x0=0, gamma=1)",31,0.46893,0.4491,0.45076
"Cauchy(x0=0, gamma=1)",32,0.45175,0.442,0.44177
"Cauchy(x0=0, gamma=1)",33,0.44706,0.44174,0.44098
"Cauchy(x0=0, gamma=1)",34,0.41719,0.40735,0.40891
"Cauchy(x0=0, gamma=1)",35,0.43709,0.42028,0.42307
"Cauchy(x0=0, gamma=1)",36,0.4129,0.39898,0.40186
"Cauchy(x0=0, gamma=1)",37,0.42173,0.4147,0.41351
"Cauchy(x0=0, gamma=1)",38,0.41217,0.4044,0.40453
"Cauchy(x0=0, gamma=1)",39,0.40744,0.38994,0.39085
"Cauchy(x0=0, gamma=1)",40,0.37561,0.36256,0.36605
"Cauchy(x0=0, gamma=1)",41,0.40618,0.38213,0.38518
"Cauchy(x0=0, gamma=1)",42,0.36922,0.35491,0.36035
"Cauchy(x0=0, gamma=1)",43,0.37615,0.36475,0.36749
"Cauchy(x0=0, gamma=1)",44,0.38131,0.36378,0.36669
"Cauchy(x0=0, gamma=1)",45,0.37518,0.36351,0.36631
"Cauchy(x0=0, gamma=1)",46,0.3609,0.34864,0.35099
"Cauchy(x0=0, gamma=1)",47,0.36829,0.35293,0.35639
"Cauchy(x0=0, gamma=1)",48,0.37256,0.3628,0.36443
"Cauchy(x0=0, gamma=1)",49,0.35193,0.3381,0.34204
"Cauchy(x0=0, gamma=1)",50,0.35707,0.34478,0.34775
"Pareto(loc=1, shape=0.5)",5,26.79975,1645745.99617,154.80199
"Pareto(loc=1, shape=0.5)",6,51.23215,12909.42185,72.09957
"Pareto(loc=1, shape=0.5)",7,22.23879,105251.38075,41.65448
"Pareto(loc=1, shape=0.5)",8,24.71426,167048.36234,37.89451
"Pareto(loc=1, shape=0.5)",9,8.49519,4984.15006,12.34754
"Pareto(loc=1, shape=0.5)",10,17.80979,275359.25113,36.33246
"Pareto(loc=1, shape=0.5)",11,7.84051,756.12337,12.02375
"Pareto(loc=1, shape=0.5)",12,10.42382,9657.76151,12.82818
"Pareto(loc=1, shape=0.5)",13,7.67555,1228.33371,8.96716
"Pareto(loc=1, shape=0.5)",14,4.50515,323.17015,6.11436
"Pareto(loc=1, shape=0.5)",15,6.29178,54.59582,6.46311
"Pareto(loc=1, shape=0.5)",16,5.39129,23.65758,6.03393
"Pareto(loc=1, shape=0.5)",17,4.36085,2183.81221,5.10649
"Pareto(loc=1, shape=0.5)",18,3.59957,14.132,4.28587
"Pareto(loc=1, shape=0.5)",19,4.38099,7.50715,4.98667
"Pareto(loc=1, shape=0.5)",20,4.04301,6.30998,4.20627
"Pareto(loc=1, shape=0.5)",21,3.50056,5.93909,3.8249
"Pareto(loc=1, shape=0.5)",22,3.48518,5.31682,3.76735
"Pareto(loc=1, shape=0.5)",23,3.28978,4.80187,3.41834
"Pareto(loc=1, shape=0.5)",24,3.35337,4.7231,3.60328
"Pareto(loc=1, shape=0.5)",25,3.22634,4.03832,3.09202
"Pareto(loc=1, shape=0.5)",26,2.86384,3.98068,2.9653
"Pareto(loc=1, shape=0.5)",27,3.0641,3.79773,3.08883
"Pareto(loc=1, shape=0.5)",28,3.30119,3.9371,3.36219
"Pareto(loc=1, shape=0.5)",29,3.10505,3.84402,3.15844
"Pareto(loc=1, shape=0.5)",30,2.89342,3.71587,2.99788
"Pareto(loc=1, shape=0.5)",31,2.91273,3.64189,3.03084
"Pareto(loc=1, shape=0.5)",32,2.6804,3.19422,2.735
"Pareto(loc=1, shape=0.5)",33,2.70908,4.14065,2.91942
"Pareto(loc=1, shape=0.5)",34,2.39367,2.93905,2.42142
"Pareto(loc=1, shape=0.5)",35,2.39925,2.99528,2.45884
"Pareto(loc=1, shape=0.5)",36,2.47409,2.79822,2.49561
"Pareto(loc=1, shape=0.5)",37,2.15489,2.43984,2.14428
"Pareto(loc=1, shape=0.5)",38,2.34012,2.69888,2.32394
"Pareto(loc=1, shape=0.5)",39,2.137,2.44914,2.18203
"Pareto(loc=1, shape=0.5)",40,2.21278,2.52455,2.23317
"Pareto(loc=1, shape=0.5)",41,2.18143,2.58631,2.21925
"Pareto(loc=1, shape=0.5)",42,2.07038,2.39807,2.12045
"Pareto(loc=1, shape=0.5)",43,2.06055,2.41972,2.12813
"Pareto(loc=1, shape=0.5)",44,1.95468,2.14588,1.95773
"Pareto(loc=1, shape=0.5)",45,2.16929,2.29897,2.1321
"Pareto(loc=1, shape=0.5)",46,1.84991,2.09719,1.86497
"Pareto(loc=1, shape=0.5)",47,1.94157,2.13916,1.93577
"Pareto(loc=1, shape=0.5)",48,1.98103,2.13844,1.98213
"Pareto(loc=1, shape=0.5)",49,1.95194,2.16201,1.97518
"Pareto(loc=1, shape=0.5)",50,1.83129,2.02439,1.86839
"Pareto(loc=1, shape=2)",5,0.55941,1.02899,0.62637
"Pareto(loc=1, shape=2)",6,0.46478,0.66873,0.48684
"Pareto(loc=1, shape=2)",7,0.38486,0.53279,0.42692
"Pareto(loc=1, shape=2)",8,0.35568,0.57879,0.3687
"Pareto(loc=1, shape=2)",9,0.33757,0.40214,0.32238
"Pareto(loc=1, shape=2)",10,0.28778,0.32249,0.28964
"Pareto(loc=1, shape=2)",11,0.28081,0.30968,0.27789
"Pareto(loc=1, shape=2)",12,0.28607,0.30512,0.29075
"Pareto(loc=1, shape=2)",13,0.28148,0.2786,0.26905
"Pareto(loc=1, shape=2)",14,0.24057,0.24806,0.23644
"Pareto(loc=1, shape=2)",15,0.23585,0.24318,0.23485
"Pareto(loc=1, shape=2)",16,0.25454,0.24956,0.24639
"Pareto(loc=1, shape=2)",17,0.22382,0.22032,0.21675
"Pareto(loc=1, shape=2)",18,0.2118,0.21682,0.21029
"Pareto(loc=1, shape=2)",19,0.19642,0.19857,0.19311
"Pareto(loc=1, shape=2)",20,0.20294,0.20033,0.20067
"Pareto(loc=1, shape=2)",21,0.19646,0.19203,0.1912
"Pareto(loc=1, shape=2)",22,0.19798,0.196,0.19475
"Pareto(loc=1, shape=2)",23,0.18339,0.17791,0.17496
"Pareto(loc=1, shape=2)",24,0.18047,0.1771,0.1768
"Pareto(loc=1, shape=2)",25,0.17823,0.17685,0.17309
"Pareto(loc=1, shape=2)",26,0.16622,0.1632,0.16438
"Pareto(loc=1, shape=2)",27,0.16949,0.16687,0.16605
"Pareto(loc=1, shape=2)",28,0.16589,0.16234,0.16254
"Pareto(loc=1, shape=2)",29,0.16879,0.16391,0.16339
"Pareto(loc=1, shape=2)",30,0.15555,0.1532,0.15332
"Pareto(loc=1, shape=2)",31,0.15387,0.14669,0.14788
"Pareto(loc=1, shape=2)",32,0.15217,0.14858,0.14965
"Pareto(loc=1, shape=2)",33,0.15173,0.14724,0.14803
"Pareto(loc=1, shape=2)",34,0.15415,0.15139,0.15047
"Pareto(loc=1, shape=2)",35,0.14852,0.14411,0.14405
"Pareto(loc=1, shape=2)",36,0.1436,0.14201,0.14207
"Pareto(loc=1, shape=2)",37,0.15163,0.14403,0.14617
"Pareto(loc=1, shape=2)",38,0.14151,0.13845,0.13928
"Pareto(loc=1, shape=2)",39,0.149,0.14377,0.14585
"Pareto(loc=1, shape=2)",40,0.14128,0.1354,0.13759
"Pareto(loc=1, shape=2)",41,0.13632,0.13025,0.13061
"Pareto(loc=1, shape=2)",42,0.13618,0.13098,0.13353
"Pareto(loc=1, shape=2)",43,0.13065,0.12642,0.1269
"Pareto(loc=1, shape=2)",44,0.13169,0.12748,0.12871
"Pareto(loc=1, shape=2)",45,0.13055,0.12574,0.12704
"Pareto(loc=1, shape=2)",46,0.12349,0.1182,0.11995
"Pareto(loc=1, shape=2)",47,0.12976,0.12705,0.12767
"Pareto(loc=1, shape=2)",48,0.12045,0.11796,0.11825
"Pareto(loc=1, shape=2)",49,0.12382,0.12003,0.12059
"Pareto(loc=1, shape=2)",50,0.12335,0.11907,0.12035
"LogNormal(mlog=0, sdlog=1)",5,0.85297,0.99406,0.90673
"LogNormal(mlog=0, sdlog=1)",6,0.76475,0.87051,0.76632
"LogNormal(mlog=0, sdlog=1)",7,0.66914,0.67239,0.64973
"LogNormal(mlog=0, sdlog=1)",8,0.57274,0.63048,0.58693
"LogNormal(mlog=0, sdlog=1)",9,0.54487,0.52861,0.51119
"LogNormal(mlog=0, sdlog=1)",10,0.48673,0.51488,0.49104
"LogNormal(mlog=0, sdlog=1)",11,0.47658,0.46179,0.44739
"LogNormal(mlog=0, sdlog=1)",12,0.44327,0.46695,0.45177
"LogNormal(mlog=0, sdlog=1)",13,0.43344,0.41847,0.41063
"LogNormal(mlog=0, sdlog=1)",14,0.40816,0.39575,0.39914
"LogNormal(mlog=0, sdlog=1)",15,0.39402,0.38043,0.37983
"LogNormal(mlog=0, sdlog=1)",16,0.37148,0.36123,0.36447
"LogNormal(mlog=0, sdlog=1)",17,0.34971,0.32431,0.32987
"LogNormal(mlog=0, sdlog=1)",18,0.35085,0.33905,0.34188
"LogNormal(mlog=0, sdlog=1)",19,0.34946,0.33307,0.33207
"LogNormal(mlog=0, sdlog=1)",20,0.32896,0.31526,0.31946
"LogNormal(mlog=0, sdlog=1)",21,0.33351,0.31755,0.32292
"LogNormal(mlog=0, sdlog=1)",22,0.30582,0.29875,0.29917
"LogNormal(mlog=0, sdlog=1)",23,0.30663,0.2899,0.29253
"LogNormal(mlog=0, sdlog=1)",24,0.30642,0.29886,0.30047
"LogNormal(mlog=0, sdlog=1)",25,0.29212,0.28368,0.28432
"LogNormal(mlog=0, sdlog=1)",26,0.29965,0.28706,0.29195
"LogNormal(mlog=0, sdlog=1)",27,0.29693,0.28352,0.28607
"LogNormal(mlog=0, sdlog=1)",28,0.27716,0.26407,0.27012
"LogNormal(mlog=0, sdlog=1)",29,0.28162,0.267,0.27321
"LogNormal(mlog=0, sdlog=1)",30,0.27137,0.26233,0.26646
"LogNormal(mlog=0, sdlog=1)",31,0.26021,0.24503,0.24715
"LogNormal(mlog=0, sdlog=1)",32,0.25078,0.24179,0.24493
"LogNormal(mlog=0, sdlog=1)",33,0.26003,0.24809,0.25195
"LogNormal(mlog=0, sdlog=1)",34,0.23929,0.23171,0.23625
"LogNormal(mlog=0, sdlog=1)",35,0.24595,0.23641,0.23998
"LogNormal(mlog=0, sdlog=1)",36,0.25123,0.24131,0.24483
"LogNormal(mlog=0, sdlog=1)",37,0.23564,0.22331,0.22697
"LogNormal(mlog=0, sdlog=1)",38,0.22754,0.21854,0.22168
"LogNormal(mlog=0, sdlog=1)",39,0.23058,0.21751,0.22047
"LogNormal(mlog=0, sdlog=1)",40,0.24768,0.23416,0.23817
"LogNormal(mlog=0, sdlog=1)",41,0.22082,0.21368,0.21664
"LogNormal(mlog=0, sdlog=1)",42,0.23217,0.22341,0.22727
"LogNormal(mlog=0, sdlog=1)",43,0.21669,0.20596,0.21046
"LogNormal(mlog=0, sdlog=1)",44,0.22027,0.21075,0.21447
"LogNormal(mlog=0, sdlog=1)",45,0.21573,0.2056,0.20756
"LogNormal(mlog=0, sdlog=1)",46,0.20653,0.20063,0.20273
"LogNormal(mlog=0, sdlog=1)",47,0.20479,0.19677,0.19956
"LogNormal(mlog=0, sdlog=1)",48,0.20895,0.20145,0.20484
"LogNormal(mlog=0, sdlog=1)",49,0.20554,0.19696,0.19929
"LogNormal(mlog=0, sdlog=1)",50,0.20301,0.1935,0.19658
"LogNormal(mlog=0, sdlog=2)",5,3.31668,18.32727,4.39034
"LogNormal(mlog=0, sdlog=2)",6,2.65489,11.50214,3.09494
"LogNormal(mlog=0, sdlog=2)",7,2.38579,6.44173,3.04427
"LogNormal(mlog=0, sdlog=2)",8,1.90461,3.34712,2.23112
"LogNormal(mlog=0, sdlog=2)",9,1.84505,2.97764,1.98395
"LogNormal(mlog=0, sdlog=2)",10,1.74867,2.68071,1.97629
"LogNormal(mlog=0, sdlog=2)",11,1.59049,2.32568,1.70716
"LogNormal(mlog=0, sdlog=2)",12,1.37054,1.98359,1.5032
"LogNormal(mlog=0, sdlog=2)",13,1.27259,1.76238,1.34035
"LogNormal(mlog=0, sdlog=2)",14,1.27828,1.87178,1.36625
"LogNormal(mlog=0, sdlog=2)",15,1.18088,1.42125,1.20114
"LogNormal(mlog=0, sdlog=2)",16,1.19121,1.47677,1.20839
"LogNormal(mlog=0, sdlog=2)",17,1.17208,1.40173,1.19772
"LogNormal(mlog=0, sdlog=2)",18,1.06905,1.28391,1.09142
"LogNormal(mlog=0, sdlog=2)",19,1.14449,1.30312,1.19715
"LogNormal(mlog=0, sdlog=2)",20,0.89964,1.04423,0.91976
"LogNormal(mlog=0, sdlog=2)",21,0.92218,1.02117,0.91233
"LogNormal(mlog=0, sdlog=2)",22,0.85114,0.95668,0.85874
"LogNormal(mlog=0, sdlog=2)",23,0.7841,0.88894,0.79819
"LogNormal(mlog=0, sdlog=2)",24,0.8274,0.8949,0.82683
"LogNormal(mlog=0, sdlog=2)",25,0.88608,0.9372,0.86146
"LogNormal(mlog=0, sdlog=2)",26,0.816,0.90049,0.8311
"LogNormal(mlog=0, sdlog=2)",27,0.78502,0.807,0.76474
"LogNormal(mlog=0, sdlog=2)",28,0.77186,0.82451,0.76428
"LogNormal(mlog=0, sdlog=2)",29,0.72823,0.76059,0.72253
"LogNormal(mlog=0, sdlog=2)",30,0.73579,0.76229,0.72171
"LogNormal(mlog=0, sdlog=2)",31,0.69693,0.71652,0.68822
"LogNormal(mlog=0, sdlog=2)",32,0.69685,0.74484,0.6959
"LogNormal(mlog=0, sdlog=2)",33,0.72227,0.7266,0.70107
"LogNormal(mlog=0, sdlog=2)",34,0.67791,0.70993,0.67278
"LogNormal(mlog=0, sdlog=2)",35,0.66259,0.69268,0.66107
"LogNormal(mlog=0, sdlog=2)",36,0.64449,0.67074,0.64368
"LogNormal(mlog=0, sdlog=2)",37,0.66057,0.67174,0.64865
"LogNormal(mlog=0, sdlog=2)",38,0.63094,0.65384,0.62714
"LogNormal(mlog=0, sdlog=2)",39,0.61984,0.61777,0.59923
"LogNormal(mlog=0, sdlog=2)",40,0.58245,0.61623,0.58292
"LogNormal(mlog=0, sdlog=2)",41,0.59145,0.59982,0.58051
"LogNormal(mlog=0, sdlog=2)",42,0.61833,0.62517,0.60695
"LogNormal(mlog=0, sdlog=2)",43,0.56868,0.58434,0.55804
"LogNormal(mlog=0, sdlog=2)",44,0.51302,0.53036,0.50919
"LogNormal(mlog=0, sdlog=2)",45,0.54989,0.56091,0.54757
"LogNormal(mlog=0, sdlog=2)",46,0.56334,0.56615,0.55668
"LogNormal(mlog=0, sdlog=2)",47,0.55645,0.56203,0.55252
"LogNormal(mlog=0, sdlog=2)",48,0.51766,0.52061,0.51159
"LogNormal(mlog=0, sdlog=2)",49,0.52836,0.55106,0.52899
"LogNormal(mlog=0, sdlog=2)",50,0.52808,0.54138,0.52196
"LogNormal(mlog=0, sdlog=3)",5,14.53349,833.2247,31.64299
"LogNormal(mlog=0, sdlog=3)",6,14.2877,192.92351,24.39083
"LogNormal(mlog=0, sdlog=3)",7,8.39402,65.66289,13.33144
"LogNormal(mlog=0, sdlog=3)",8,5.48865,79.79826,8.59531
"LogNormal(mlog=0, sdlog=3)",9,5.4396,28.49198,7.48664
"LogNormal(mlog=0, sdlog=3)",10,5.22983,18.52553,6.12274
"LogNormal(mlog=0, sdlog=3)",11,4.38581,11.54937,4.93415
"LogNormal(mlog=0, sdlog=3)",12,4.35241,10.92087,5.23544
"LogNormal(mlog=0, sdlog=3)",13,3.024,7.48478,3.98058
"LogNormal(mlog=0, sdlog=3)",14,3.51566,7.1266,3.88714
"LogNormal(mlog=0, sdlog=3)",15,2.67099,5.10597,3.18676
"LogNormal(mlog=0, sdlog=3)",16,2.77173,4.49755,2.87481
"LogNormal(mlog=0, sdlog=3)",17,2.28226,4.34447,2.76991
"LogNormal(mlog=0, sdlog=3)",18,2.41658,3.84345,2.53806
"LogNormal(mlog=0, sdlog=3)",19,2.61941,3.52644,2.73197
"LogNormal(mlog=0, sdlog=3)",20,1.99056,3.09638,2.1594
"LogNormal(mlog=0, sdlog=3)",21,2.093,3.13082,2.32612
"LogNormal(mlog=0, sdlog=3)",22,2.04791,3.1736,2.25183
"LogNormal(mlog=0, sdlog=3)",23,1.78383,2.41575,1.83562
"LogNormal(mlog=0, sdlog=3)",24,1.79252,2.8165,1.8366
"LogNormal(mlog=0, sdlog=3)",25,1.63912,2.11032,1.66196
"LogNormal(mlog=0, sdlog=3)",26,1.73145,2.28052,1.85455
"LogNormal(mlog=0, sdlog=3)",27,1.62321,2.03166,1.6136
"LogNormal(mlog=0, sdlog=3)",28,1.64349,2.14488,1.68939
"LogNormal(mlog=0, sdlog=3)",29,1.47795,1.92541,1.52193
"LogNormal(mlog=0, sdlog=3)",30,1.42197,1.81345,1.44621
"LogNormal(mlog=0, sdlog=3)",31,1.43039,1.78318,1.45917
"LogNormal(mlog=0, sdlog=3)",32,1.33176,1.56772,1.33892
"LogNormal(mlog=0, sdlog=3)",33,1.27942,1.5458,1.29876
"LogNormal(mlog=0, sdlog=3)",34,1.18975,1.46646,1.2388
"LogNormal(mlog=0, sdlog=3)",35,1.24592,1.54336,1.28096
"LogNormal(mlog=0, sdlog=3)",36,1.18852,1.46637,1.22793
"LogNormal(mlog=0, sdlog=3)",37,1.24903,1.41892,1.2265
"LogNormal(mlog=0, sdlog=3)",38,1.23666,1.43146,1.26565
"LogNormal(mlog=0, sdlog=3)",39,1.09307,1.30397,1.10975
"LogNormal(mlog=0, sdlog=3)",40,1.17133,1.38258,1.18318
"LogNormal(mlog=0, sdlog=3)",41,1.07984,1.27245,1.08541
"LogNormal(mlog=0, sdlog=3)",42,1.09721,1.25673,1.08495
"LogNormal(mlog=0, sdlog=3)",43,1.03806,1.21956,1.06572
"LogNormal(mlog=0, sdlog=3)",44,1.02066,1.17795,1.04719
"LogNormal(mlog=0, sdlog=3)",45,0.99804,1.0969,0.98871
"LogNormal(mlog=0, sdlog=3)",46,1.02096,1.18994,1.03318
"LogNormal(mlog=0, sdlog=3)",47,0.99613,1.14587,1.00419
"LogNormal(mlog=0, sdlog=3)",48,0.92225,1.05253,0.92094
"LogNormal(mlog=0, sdlog=3)",49,0.97088,1.06511,0.95481
"LogNormal(mlog=0, sdlog=3)",50,0.97008,1.05422,0.96168
"Weibull(shape=0.3)",5,3.80937,16.26314,7.22818
"Weibull(shape=0.3)",6,4.17275,11.45129,5.1621
"Weibull(shape=0.3)",7,2.82801,8.35108,3.69177
"Weibull(shape=0.3)",8,3.54107,7.17828,4.21313
"Weibull(shape=0.3)",9,2.44136,4.61147,2.4795
"Weibull(shape=0.3)",10,1.96689,3.57179,2.43906
"Weibull(shape=0.3)",11,1.77606,3.42331,2.08224
"Weibull(shape=0.3)",12,1.76329,3.30229,2.13275
"Weibull(shape=0.3)",13,1.30261,2.11979,1.3891
"Weibull(shape=0.3)",14,1.15933,2.15397,1.35395
"Weibull(shape=0.3)",15,1.12589,1.84541,1.26792
"Weibull(shape=0.3)",16,0.99413,1.45325,1.07093
"Weibull(shape=0.3)",17,1.07003,1.49605,1.10395
"Weibull(shape=0.3)",18,0.81386,1.36386,0.95663
"Weibull(shape=0.3)",19,0.84602,1.2367,0.9228
"Weibull(shape=0.3)",20,0.75539,1.16649,0.83627
"Weibull(shape=0.3)",21,0.71711,0.98637,0.7439
"Weibull(shape=0.3)",22,0.80389,1.09977,0.82502
"Weibull(shape=0.3)",23,0.675,0.95248,0.69877
"Weibull(shape=0.3)",24,0.68868,0.88931,0.71877
"Weibull(shape=0.3)",25,0.64436,0.83558,0.65066
"Weibull(shape=0.3)",26,0.70407,0.8912,0.73265
"Weibull(shape=0.3)",27,0.6322,0.78945,0.64391
"Weibull(shape=0.3)",28,0.6542,0.80094,0.66756
"Weibull(shape=0.3)",29,0.51752,0.67383,0.55183
"Weibull(shape=0.3)",30,0.56652,0.76025,0.60365
"Weibull(shape=0.3)",31,0.59042,0.71046,0.59605
"Weibull(shape=0.3)",32,0.50633,0.6341,0.51761
"Weibull(shape=0.3)",33,0.49634,0.63398,0.52489
"Weibull(shape=0.3)",34,0.48294,0.60138,0.50211
"Weibull(shape=0.3)",35,0.50848,0.58528,0.50775
"Weibull(shape=0.3)",36,0.50042,0.59187,0.51182
"Weibull(shape=0.3)",37,0.52268,0.59686,0.51315
"Weibull(shape=0.3)",38,0.45874,0.53339,0.4599
"Weibull(shape=0.3)",39,0.47655,0.5645,0.48313
"Weibull(shape=0.3)",40,0.46655,0.52594,0.46371
"Weibull(shape=0.3)",41,0.45572,0.53685,0.4635
"Weibull(shape=0.3)",42,0.41549,0.49793,0.43096
"Weibull(shape=0.3)",43,0.45461,0.5035,0.45344
"Weibull(shape=0.3)",44,0.45108,0.51819,0.45495
"Weibull(shape=0.3)",45,0.38767,0.45048,0.39228
"Weibull(shape=0.3)",46,0.38754,0.44969,0.39292
"Weibull(shape=0.3)",47,0.35968,0.39752,0.35351
"Weibull(shape=0.3)",48,0.38186,0.4606,0.39894
"Weibull(shape=0.3)",49,0.39682,0.45199,0.39868
"Weibull(shape=0.3)",50,0.3773,0.42426,0.38073
"Weibull(shape=0.5)",5,1.4504,2.07546,1.73388
"Weibull(shape=0.5)",6,1.22528,1.71737,1.34034
"Weibull(shape=0.5)",7,1.04211,1.25237,1.1018
"Weibull(shape=0.5)",8,0.84049,1.11519,0.90999
"Weibull(shape=0.5)",9,0.95127,1.04925,0.95605
"Weibull(shape=0.5)",10,0.83362,0.93277,0.83664
"Weibull(shape=0.5)",11,0.75355,0.83846,0.74933
"Weibull(shape=0.5)",12,0.79459,0.89642,0.81499
"Weibull(shape=0.5)",13,0.72167,0.75953,0.70072
"Weibull(shape=0.5)",14,0.62373,0.70626,0.635
"Weibull(shape=0.5)",15,0.62869,0.65655,0.60263
"Weibull(shape=0.5)",16,0.54311,0.58257,0.53598
"Weibull(shape=0.5)",17,0.57807,0.59333,0.5594
"Weibull(shape=0.5)",18,0.5074,0.55123,0.50493
"Weibull(shape=0.5)",19,0.50578,0.50119,0.48503
"Weibull(shape=0.5)",20,0.49629,0.51861,0.49572
"Weibull(shape=0.5)",21,0.52439,0.51957,0.50366
"Weibull(shape=0.5)",22,0.48273,0.50497,0.48189
"Weibull(shape=0.5)",23,0.45123,0.4706,0.44385
"Weibull(shape=0.5)",24,0.44525,0.46272,0.44763
"Weibull(shape=0.5)",25,0.45349,0.45348,0.44251
"Weibull(shape=0.5)",26,0.41823,0.43205,0.41933
"Weibull(shape=0.5)",27,0.41801,0.4192,0.40966
"Weibull(shape=0.5)",28,0.3946,0.40027,0.38898
"Weibull(shape=0.5)",29,0.38465,0.38848,0.37751
"Weibull(shape=0.5)",30,0.39432,0.39783,0.39251
"Weibull(shape=0.5)",31,0.38381,0.38243,0.37337
"Weibull(shape=0.5)",32,0.40915,0.41094,0.4008
"Weibull(shape=0.5)",33,0.35279,0.35537,0.34863
"Weibull(shape=0.5)",34,0.36607,0.36885,0.3613
"Weibull(shape=0.5)",35,0.38078,0.37123,0.37348
"Weibull(shape=0.5)",36,0.34972,0.34705,0.34319
"Weibull(shape=0.5)",37,0.35321,0.34628,0.34446
"Weibull(shape=0.5)",38,0.33738,0.3256,0.32531
"Weibull(shape=0.5)",39,0.32791,0.32184,0.32166
"Weibull(shape=0.5)",40,0.33161,0.33177,0.3262
"Weibull(shape=0.5)",41,0.31389,0.30556,0.30066
"Weibull(shape=0.5)",42,0.33351,0.32623,0.32762
"Weibull(shape=0.5)",43,0.32326,0.31253,0.31183
"Weibull(shape=0.5)",44,0.32626,0.31409,0.31601
"Weibull(shape=0.5)",45,0.31241,0.30367,0.3054
"Weibull(shape=0.5)",46,0.30538,0.29742,0.2981
"Weibull(shape=0.5)",47,0.30771,0.29797,0.3006
"Weibull(shape=0.5)",48,0.29,0.28938,0.28756
"Weibull(shape=0.5)",49,0.29326,0.28347,0.28513
"Weibull(shape=0.5)",50,0.28678,0.28149,0.28117
"Frechet(shape=1)",5,4.51691,52.16184,9.99457
"Frechet(shape=1)",6,2.03234,10.31802,2.30201
"Frechet(shape=1)",7,2.40358,22.52433,2.39794
"Frechet(shape=1)",8,1.40371,6.64503,1.57061
"Frechet(shape=1)",9,1.41348,6.07236,1.47188
"Frechet(shape=1)",10,1.06527,2.21435,1.18508
"Frechet(shape=1)",11,1.20753,1.7795,1.23743
"Frechet(shape=1)",12,1.06039,1.50277,1.16846
"Frechet(shape=1)",13,0.99134,1.62528,1.00127
"Frechet(shape=1)",14,0.87434,1.10068,0.90116
"Frechet(shape=1)",15,0.93933,1.04825,0.92251
"Frechet(shape=1)",16,0.79939,0.99904,0.8081
"Frechet(shape=1)",17,0.80204,0.94308,0.82423
"Frechet(shape=1)",18,0.76313,0.84791,0.77176
"Frechet(shape=1)",19,0.7503,0.83609,0.75413
"Frechet(shape=1)",20,0.61955,0.67529,0.61933
"Frechet(shape=1)",21,0.68194,0.74271,0.68757
"Frechet(shape=1)",22,0.64795,0.74517,0.65482
"Frechet(shape=1)",23,0.64332,0.68546,0.64501
"Frechet(shape=1)",24,0.6097,0.64843,0.6101
"Frechet(shape=1)",25,0.5937,0.63555,0.5915
"Frechet(shape=1)",26,0.56837,0.57833,0.55957
"Frechet(shape=1)",27,0.57352,0.57282,0.55029
"Frechet(shape=1)",28,0.55048,0.56969,0.54634
"Frechet(shape=1)",29,0.55075,0.56637,0.54004
"Frechet(shape=1)",30,0.52381,0.54692,0.51659
"Frechet(shape=1)",31,0.52043,0.53365,0.51281
"Frechet(shape=1)",32,0.51049,0.52297,0.50585
"Frechet(shape=1)",33,0.51813,0.51437,0.50023
"Frechet(shape=1)",34,0.50018,0.52952,0.50124
