"distribution","n","sm","hd","thd.sqrt"
"Frechet(shape=1)",35,0.4993,0.4986,0.47868
"Frechet(shape=1)",36,0.473,0.47865,0.4668
"Frechet(shape=1)",37,0.45932,0.46777,0.45181
"Frechet(shape=1)",38,0.46272,0.46169,0.45539
"Frechet(shape=1)",39,0.45675,0.46099,0.44901
"Frechet(shape=1)",40,0.46888,0.46899,0.4628
"Frechet(shape=1)",41,0.42584,0.41993,0.41318
"Frechet(shape=1)",42,0.43671,0.4376,0.43262
"Frechet(shape=1)",43,0.44685,0.44736,0.43946
"Frechet(shape=1)",44,0.42483,0.43413,0.42541
"Frechet(shape=1)",45,0.4107,0.40889,0.40377
"Frechet(shape=1)",46,0.39615,0.39501,0.39054
"Frechet(shape=1)",47,0.40177,0.40286,0.39722
"Frechet(shape=1)",48,0.41353,0.41301,0.4074
"Frechet(shape=1)",49,0.42052,0.41173,0.40805
"Frechet(shape=1)",50,0.40157,0.40675,0.39691
"Frechet(shape=3)",5,0.33142,0.36559,0.32749
"Frechet(shape=3)",6,0.28485,0.30021,0.27936
"Frechet(shape=3)",7,0.27658,0.28746,0.27159
"Frechet(shape=3)",8,0.21643,0.21819,0.21044
"Frechet(shape=3)",9,0.21537,0.22077,0.21453
"Frechet(shape=3)",10,0.19069,0.19149,0.18798
"Frechet(shape=3)",11,0.19294,0.18268,0.18329
"Frechet(shape=3)",12,0.1836,0.17856,0.18019
"Frechet(shape=3)",13,0.17427,0.17133,0.169
"Frechet(shape=3)",14,0.16149,0.15498,0.15702
"Frechet(shape=3)",15,0.16645,0.15521,0.15773
"Frechet(shape=3)",16,0.14876,0.13979,0.14406
"Frechet(shape=3)",17,0.14893,0.13779,0.1396
"Frechet(shape=3)",18,0.14115,0.13593,0.13819
"Frechet(shape=3)",19,0.14347,0.13294,0.1365
"Frechet(shape=3)",20,0.13156,0.12846,0.13019
"Frechet(shape=3)",21,0.12644,0.11793,0.12078
"Frechet(shape=3)",22,0.13187,0.12335,0.1271
"Frechet(shape=3)",23,0.13459,0.12572,0.12809
"Frechet(shape=3)",24,0.12475,0.11852,0.12087
"Frechet(shape=3)",25,0.12223,0.11169,0.11511
"Frechet(shape=3)",26,0.11472,0.10792,0.11051
"Frechet(shape=3)",27,0.11451,0.10644,0.10862
"Frechet(shape=3)",28,0.10972,0.10521,0.1066
"Frechet(shape=3)",29,0.11431,0.10672,0.10947
"Frechet(shape=3)",30,0.10771,0.10181,0.10452
"Frechet(shape=3)",31,0.11226,0.10613,0.10852
"Frechet(shape=3)",32,0.10641,0.10168,0.10378
"Frechet(shape=3)",33,0.10836,0.09988,0.10253
"Frechet(shape=3)",34,0.10097,0.09689,0.09858
"Frechet(shape=3)",35,0.10284,0.09635,0.0985
"Frechet(shape=3)",36,0.09726,0.09236,0.09457
"Frechet(shape=3)",37,0.09766,0.09373,0.09494
"Frechet(shape=3)",38,0.09603,0.09008,0.09253
"Frechet(shape=3)",39,0.09712,0.09152,0.0929
"Frechet(shape=3)",40,0.09383,0.08901,0.0911
"Frechet(shape=3)",41,0.09293,0.08652,0.08919
"Frechet(shape=3)",42,0.08692,0.08271,0.08441
"Frechet(shape=3)",43,0.09022,0.08735,0.08845
"Frechet(shape=3)",44,0.08882,0.08484,0.08657
"Frechet(shape=3)",45,0.08816,0.08374,0.08541
"Frechet(shape=3)",46,0.08518,0.0827,0.08374
"Frechet(shape=3)",47,0.08609,0.0803,0.08253
"Frechet(shape=3)",48,0.08967,0.08482,0.08645
"Frechet(shape=3)",49,0.08445,0.07943,0.08158
"Frechet(shape=3)",50,0.08435,0.08057,0.08173
